Nombre,Link,Descripcion
Poder Más Allá de La Vida,https://pluto.tv/latam/on-demand/movies/6581a1e3d40ef300131b222e,"Dan Millman es un joven deportista de éxito y campeón olímpico que lo tiene todo: fama, fortuna y chicas. Pero su vida dará un vuelco cuando, un día, conoce en una gasolinera a un extraño hombre que le enseñará nuevos mundos de fuerza y entendimiento..."
La Guerra de Anna,https://pluto.tv/latam/on-demand/movies/656f49016206380013ef37ef,"Una niña de seis años llamada Anna ve cómo su familia es asesinada en una ejecución masiva de judíos. Por algún milagro, sobrevive y pasa los siguientes cientos de días escondida en la chimenea en desuso de un comandante."
No Dispare,https://pluto.tv/latam/on-demand/movies/656f466224664a001350cc75,"A los 9 años, David perdió a sus padres y a su hermana en una masacre en una tienda y ahora tiene que vivir con sus abuelos. Su abuelo tiene la tarea casi imposible de dar a David una nueva perspectiva de la vida, del futuro."
Mi nombre es Sara,https://pluto.tv/latam/on-demand/movies/656f436421ca0c0013ebe42b,"Basada en hechos reales, MI NOMBRE ES SARA lleva al cine la vida de Sara Góralnik, una judía polaca cuya familia entera fue asesinada por los nazis cuando ella sólo tenía 13 años."
Una Historia de Amor y Oscuridad,https://pluto.tv/latam/on-demand/movies/5f80695d740902001a94b373,"La historia del escritor Amos Oz, nacido en Palestina y criado en la posguerra por un padre amante de la literatura y una madre polaca que huyó del antisemitismo. Amos Oz trató de llegar a un acuerdo pacífico entre Israel y Palestina."
"Goodbye, Butterfly",https://pluto.tv/latam/on-demand/movies/656f340c1311360013afe9b1,"Después del asesinato de su hija, el padre de familia Ryan Olsen se convence de que el bicho raro de la calle es culpable. Pero cuando la policía ignora sus sospechas, Ryan debe decidir hasta dónde está dispuesto a llegar para encontrar la verdad."
Coraje para Ganar,https://pluto.tv/latam/on-demand/movies/656f2b7b12fb5000139e2e9e,"Después de perder a su padre, una joven debe encontrar la fuerza para enfrentar sus miedos y competir en la carrera de su vida o su familia lo perderá todo."
De Ahora em Adelante,https://pluto.tv/latam/on-demand/movies/656f2a16b8262d001329a3d2,"Samantha Miller, una ex cantante de éxito, enfurecida por su vida, emprende una conmovedora e hilarante búsqueda por la ciudad de Nueva York en busca de una razón para vivir."
Hermanos,https://pluto.tv/latam/on-demand/movies/6553a631619680001acb5808,"Cuando su hermano mayor desaparece en Afganistán, Tommy, la oveja negra de la familia, comienza a cuidar a su cuñada y sobrinas con consecuencias que sacuden a la familia."
Miracle Maker,https://pluto.tv/latam/on-demand/movies/64ed0819b97a1e00136c47f8,"Todo comienza con una pequeña semilla de amor. ""¡Viene el Hacedor de Milagros!"" Todos en la pequeña aldea están emocionados cuando escuchan la noticia de que el renombrado hombre de las maravillas llegará a su pueblo."
El Desprecio,https://pluto.tv/latam/on-demand/movies/64ece91285e5ff0013ab5059,"Katie Lapp ha anhelado las cosas prohibidas, pero ¿tendrán sus sueños un precio demasiado alto para pagar? ¿Por qué la madre de Katie, una simple mujer Amish, escondería un hermoso vestido de bebé en el ático?"
Artworks,https://pluto.tv/latam/on-demand/movies/64ecb252e675cb0013549a01,"La hija de un jefe de policía, agente de ventas de una empresa de seguridad para el hogar, conoce al propietario de una galería de arte."
Incondicional,https://pluto.tv/latam/on-demand/movies/64ecebe685e5ff0013ab53c5,"Samantha Crawford vive una vida de libro de cuentos: está felizmente casada, vive en un rancho donde tiene a su amado caballo y las historias que cuenta e ilustra desde niña se han convertido en libros publicados."
El Legado Absoluto,https://pluto.tv/latam/on-demand/movies/64ecea7a8a0f7100130e476a,"¡El capítulo final de la trilogía! ¡Después de los éxitos mundiales The Ultimate Gift y The Ultimate Life, llega The Ultimate Legacy! La epopeya de la vida de Jason Stevens de Hallmark continúa."
4 Minutos para la Gloria,https://pluto.tv/latam/on-demand/movies/64d3c90b5f3440001322d9eb,Un entrenador de atletismo conoce a un adolescente pobre que se encuentra en un momento decisivo en su vida a quien entrenara para convertirlo en un atleta de talla mundial.
Castigo del Cielo,https://pluto.tv/latam/on-demand/movies/64d3c8f65f3440001322d573,"Basada en una historia real ocurrida en Alabama en 1931, cuando el abogado Samuel Leibowitz se hizo cargo de la defensa de nueve chicos negros que habían sido injustamente acusados y declarados culpables de violar a dos mujeres blancas."
Love Finds You in Sugarcreek,https://pluto.tv/latam/on-demand/movies/64ecb23ee675cb00135493c6,El jugador de béisbol Micah Matthias y su pequeño hijo Bobby huyen de los medios brutales tras el traumático y sin resolver asesinato de su esposa y madre.
The 5th Quarter,https://pluto.tv/latam/on-demand/movies/64ecb24be675cb001354977a,"Impulsado por el trágico y fatal accidente automovilístico que le quitó la vida a su hermano Luke de quince años, y vistiendo la camiseta con el número 5 de Luke, Jon Abbate ayuda a liderar a los Wake Forest Demon Deacons."
North Hollywood,https://pluto.tv/latam/on-demand/movies/6474b1c5274ca8001a44073d,Un niño debe decidir entre elegir el futuro que quiere su padre o seguir su sueño de convertirse en patinador profesional.
Madre teresa Parte ,https://pluto.tv/latam/on-demand/movies/65d77253a3a85800130637a8,"Esta miniserie examina los momentos cruciales de la vida de la Madre Teresa, desde su infancia en Albania en los años veinte hasta su primera vocación."
Love Sonia,https://pluto.tv/latam/on-demand/movies/6476423a662d03001b221f32,"Inspirada en hechos reales, Love Sonia es la historia del viaje de una joven para rescatar a su hermana del peligroso mundo del tráfico sexual internacional."
La Otra Cara De La Guerra,https://pluto.tv/latam/on-demand/movies/6475fd2991275e001a0597ed,"Después de perder a su madre y su hogar, Arturs encuentra algo de consuelo al unirse al ejército. Sin embargo, la guerra no se parece en nada a lo que imaginaba."
Valle de los dioses,https://pluto.tv/latam/on-demand/movies/6474bb5754afb6001a63e708,"Entrelaza la tradición navajo con un multimillonario solitario y su futuro biógrafo, creando una visión fascinante, misteriosa e idiosincrásica de Estados Unidos"
La Búsqueda Imposible del Amor,https://pluto.tv/latam/on-demand/movies/604f8746e7c979001a8a8568,"Una mujer intenta arreglar la relación con su hijastro y enfrentar a la ex-esposa celosa de su marido, mientras intenta aceptar la pérdida de su hija recién nacida."
Corriendo contra el viento,https://pluto.tv/latam/on-demand/movies/6474bdfcf2a541001bcb3942,"Dos hermanos de la Etiopía rural se separan cuando eran niños para perseguir sus respectivas pasiones de correr y fotografiar, solo para cruzarse de nuevo como adultos."
Coyote,https://pluto.tv/latam/on-demand/movies/64677e1217da09001a2088d7,"Tras heredar una casa en un pueblo remoto, un joven se ve envuelto en un brutal conflicto contra el magnate local."
Código De Honor,https://pluto.tv/latam/on-demand/movies/5e5d43ce4698db001ab20b57,"Después de conseguir una beca para un primario privado exclusivo, David Greene se convierte en un deportista estrella y gana la atención de una bella debutante."
The Pawnbroker,https://pluto.tv/latam/on-demand/movies/5e5d43eb4698db001ab20e50,"Sol, prestamista judio, es una víctima de la persecución nazi que perdió la fe en sus semejantes, hasta que se da cuenta, demasiado tarde, de la tragedia de sus acciones."
La confesión,https://pluto.tv/latam/on-demand/movies/650c9852020c5400135030ee,"Durante toda su vida, Katie Lapp (Katie LeClerc) no ha conocido otro mundo que el de la familia Amish que la crió."
El maratón de la muerte,https://pluto.tv/latam/on-demand/movies/5e5d797be3406e0013956041,"Dustin Hoffman (Rainman) interpreta al simpático estudiante de posgrado y maratonista del título, atrapado involuntariamente en un juego de intrigas asesino que involucra a un fugitivo nazi, Christian Szell."
Like Dandelion Dust,https://pluto.tv/latam/on-demand/movies/6502027f6b9e3e0013966e09,"Basado en la novela más vendida de Karen Kingsbury. Cuando los padres biológicos intentan recuperar a su hijo, un hombre y su esposa deben luchar para retener la custodia de su hijo adoptivo."
La conversación,https://pluto.tv/latam/on-demand/movies/5e5d796ee3406e0013955e87,"Narra la historia de un espía profesional que trabaja tanto para clientes privados como públicos. Al organizar una escucha para un cliente, caerá en la tentación de escuchar qué dicen las 2 personas Pronto la situación le atormentará y querrá saber más."
Barrio chino,https://pluto.tv/latam/on-demand/movies/5e5d7988e3406e00139561ba,"Jakes Gittes, investigador privado, revela una red de escándalos personales y políticos cuando es contratado por una hermosa mujer de alta sociedad para investigar las relaciones extramatrimoniales de su esposo."
Trampa-22,https://pluto.tv/latam/on-demand/movies/5e9e38f432e7e8001a1e7333,"La historia de un pequeño grupo de voladores en el Mediterráneo en 1944. Por separado y juntos, están nerviosos, asustados, a menudo soeces y a veces patéticos. Casi todos están un poco locos."
El camino de la libertad,https://pluto.tv/latam/on-demand/movies/63d91ef4ff32c10013cee20c,La historia real de un joven judío en Eslovaquia que escapó de la deportación a un campo de concentración gracias a su extraordinario talento futbolístico y una increíble suerte.
Our Wild Hearts,https://pluto.tv/latam/on-demand/movies/65088bed020c54001339ec58,"Una adolescente adinerada de Malibú se enamora de un apuesto mustang salvaje, de la aventura y de un padre que nunca conoció en las salvajes montañas de Sierra Nevada."
Madres del Tercer Reic,https://pluto.tv/latam/on-demand/movies/63d91c1390b22500138d40e4,"Francia 1943 Dos chicas hermosas y diferentes, Alice y Lisette, 17, son alejadas de sus familias por los nazis y, junto con muchas otras alsacianas, y enviadas a campos de trabajo en Alemania diseñados para quebrar sus espíritus"
Pasión Mortal,https://pluto.tv/latam/on-demand/movies/63cebfe2ff32c10013a743c4,"Un estudiante de derecho comienza un apasionado romance con su casera. Poco después, descubre que ella podría haber asesinado al inquilino anterior."
Obsesión,https://pluto.tv/latam/on-demand/movies/63cebbaf5957f20013ec717a,"Simon hereda una casa de campo a la que viaja con su familia. Su sueño es renovarla, pero cae en un romance prohibido. Ahora tendrá que estar dispuesta a llegar hasta las últimas consecuencias para recuperar su tranquilidad y a su familia."
Un Precio Superior Al de Los Rubíes,https://pluto.tv/latam/on-demand/movies/64021c52653b4e0013096591,"La vida de Sonia, una joven de una comunidad judía ortodoxa de Nueva York, da un vuelco cuando su rebeldía y coraje para enfrentar -y romper- las reglas de su sociedad patriarcal, le cuestan su trabajo y la custodia de su hijo."
Una Vida Sin Límites,https://pluto.tv/latam/on-demand/movies/641c66c54f1ca3001a87628e,"Bobby estuvo a punto de morir de fiebre reumática cuando era niño. Pero eso no le impidió intentar convertirse en el cantante más popular del país. Trabajó incansablemente por el éxito, pero vio cómo todo se desmoronaba al perder los medios y la fama."
Admiral Yamamoto: La Batalla de Pearl Harbour,https://pluto.tv/latam/on-demand/movies/62c8a3435c70310013c8c8b2,La vida del almirante Isoroku Yamamoto desde principios de la década de 1930 hasta su muerte a manos del ejército estadounidense en 1943.
Crímenes de Pasión,https://pluto.tv/latam/on-demand/movies/64022bda737e620013d1ddf1,"Una mujer misteriosa, diseñadora de moda de día y prostituta de noche, es acosada por dos hombres: un padre casado con dos hijos y un predicador sexualmente reprimido."
Besos escondidos,https://pluto.tv/latam/on-demand/movies/63cabd52e8fb16001a7f98af,"Nathan vive solo con su padre. Le invitan a una fiesta y se enamora de Luis. Ambos se encuentran solos y se besan, pero alguien les toma una foto. La foto es publicada en Facebook y una tormenta comienza en sus vidas enfrentando intimidación y rechazo."
Tiger,https://pluto.tv/latam/on-demand/movies/63ac669a1f9a4e00138eed9f,"Un sij practicante está prohibido por la comisión de boxeo por negarse a retractarse de sus creencias religiosas. A través de perfiles raciales y amenazas estereotipadas, hace lo que haría cualquier estadounidense fuerte: contraatacar."
Angel-A,https://pluto.tv/latam/on-demand/movies/63ac6da11f9a4e00138eee25,Una bella mujer ayuda a un estafador un poco inepto a tener éxito.
El Último Día,https://pluto.tv/latam/on-demand/movies/63cab4e3b20b080013d3a531,Una tormenta apocalíptica amenaza con arrasar todo un país. Se levanta un estado de emergencia mientras estalla el caos.
El Club de los 27,https://pluto.tv/latam/on-demand/movies/63c15fad4da5ab00130f07ec,"Eliot es un superviviente de la banda de rock Finn después de que su compañero de banda y mejor amigo Tom se suicide. Con la ayuda de Three Words y un joven irlandés, Eliot viaja desde Los Ángeles a su ciudad natal para cumplir los últimos deseos de Tom."
Para Ser Honesto,https://pluto.tv/latam/on-demand/movies/63c15fb44da5ab00130f08b7,"Nueva York. Frank mide su éxito por los trajes de Armani que lleva; su compañero Josh, un hippie convencido, regresa a casa de sus padres y se ve forzado a trabajar para superar los problemas económicos de su familia."
